Message,Category
Yay can't wait to party together!,ham
Dude while were makin those weirdy brownies my sister made awesome cookies. I took pics.,ham
"That's fine, I'll bitch at you about it later then",ham
"V-aluable. A-ffectionate. L-oveable. E-ternal. N-oble. T-ruthful. I-ntimate. N-atural. E-namous. Happy \VALENTINES DAY\"" in advance""",ham
Speaking of does he have any cash yet?,ham
Ok...,ham
"Hiya , have u been paying money into my account? If so, thanks. Got a pleasant surprise when i checked my balance -u c, i don't get statements 4 that acc",ham
And you! Will expect you whenever you text! Hope all goes well tomo ,ham
Do you know where my lab goggles went,ham
"Well the general price is  &lt;#&gt; /oz, let me know if/when/how much you want",ham
U sleeping now.. Or you going to take? Haha.. I got spys wat.. Me online checking n replying mails lor..,ham
"K, fyi I'm back in my parents' place in south tampa so I might need to do the deal somewhere else",ham
No da..today also i forgot..,ham
Thank you baby! I cant wait to taste the real thing...,ham
Check audrey's status right now,ham
Of course. I guess god's just got me on hold right now.,ham
Track your shipment here: [tracking_link].,Logistic
"that would be good Û_ I'll phone you tomo lunchtime, shall I, to organise something?",ham
Your OTP is 582992 and is valid for 10 minutes.,OTP
Pls what's the full name of joke's school cos fees in university of florida seem to actually be  &lt;#&gt; k. Pls holla back,ham
K.k:)when are you going?,ham
Your package is out for delivery and will arrive by 6 PM.,Logistic
I'm job profile seems like bpo..,ham
"Now, whats your house # again ? And do you have any beer there ?",ham
Your package is out for delivery and will arrive by 6 PM.,Logistic
"Today's Offer! Claim ur å£150 worth of discount vouchers! Text YES to 85023 now! SavaMob, member offers mobile! T Cs 08717898035. å£3.00 Sub. 16 . Unsub reply X",spam
Were gonna go get some tacos,ham
I hate when she does this. She turns what should be a fun shopping trip into an annoying day of how everything would look in her house.,ham
Unusual activity detected in your account. Verify immediately.,Fraud
"\URGENT! This is the 2nd attempt to contact U!U have WON å£1000CALL 09071512432 b4 300603t&csBCM4235WC1N3XX.callcost150ppmmobilesvary. maxå£7. 50\""""",spam
Should I tell my friend not to come round til like  &lt;#&gt; ish?,ham
"As usual..iam fine, happy &amp; doing well..:)",ham
"The guy at the car shop who was flirting with me got my phone number from the paperwork and called and texted me. I'm nervous because of course now he may have my address. Should i call his boss and tell him, knowing this may get him fired?",ham
If you're not in my car in an hour and a half I'm going apeshit,ham
"Your account password has been reset. If not you, contact support.",Fraud
Ok lor.,ham
OK i'm waliking ard now... Do u wan me 2 buy anything go ur house?,ham
"Fuck babe, I miss you sooooo much !! I wish you were here to sleep with me ... My bed is so lonely ... I go now, to sleep ... To dream of you, my love ...",ham
"all the lastest from Stereophonics, Marley, Dizzee Racal, Libertines and The Strokes! Win Nookii games with Flirt!! Click TheMob WAP Bookmark or text WAP to 82468",spam
Hey pple...$700 or $900 for 5 nights...Excellent location wif breakfast hamper!!!,ham
"Call me da, i am waiting for your call.",ham
Great News! Call FREEFONE 08006344447 to claim your guaranteed å£1000 CASH or å£2000 gift. Speak to a live operator NOW!,spam
I borrow ur bag ok.,ham
I will lick up every drop :) are you ready to use your mouth as well?,ham
Just got to  &lt;#&gt;,ham
"TODAY is Sorry day.! If ever i was angry with you, if ever i misbehaved or hurt you? plz plz JUST SLAP URSELF Bcoz, Its ur fault, I'm basically GOOD",ham
Dear where you will be when i reach there,ham
Book which lesson? then you msg me... I will call up after work or sth... I'm going to get specs. My membership is PX3748,ham
"Set a place for me in your heart and not in your mind, as the mind easily forgets but the heart will always remember. Wish you Happy Valentines Day!",ham
"Princess, is your kitty shaved or natural?",ham
Unusual activity detected in your account. Verify immediately.,Fraud
"Hey doc pls I want to get nice t shirt for my hubby nice fiting ones my budget is  &lt;#&gt; k help pls I will load d card abi hw,keep me posted luv. 2 mj",ham
Enter OTP 185335 to proceed with your transaction.,OTP
If I die I want u to have all my stuffs.,ham
Watching tv lor...,ham
"Ta-Daaaaa! I am home babe, are you still up ?",ham
Nan sonathaya soladha. Why boss?,ham
"Just gettin a bit arty with my collages at the mo, well tryin 2 ne way! Got a roast in a min lovely i shall enjoy that!",ham
How much would it cost to hire a hitman,ham
Yup but not studying surfing lor. I'm in e lazy mode today.,ham
"I'm in a meeting, call me later at",ham
"Loan for any purpose å£500 - å£75,000. Homeowners + Tenants welcome. Have you been previously refused? We can still help. Call Free 0800 1956669 or text back 'help'",spam
Just sent it. So what type of food do you like?,ham
As a Registered Subscriber yr draw 4 a å£100 gift voucher will b entered on receipt of a correct ans. When are the next olympics. Txt ans to 80062,spam
Your package is out for delivery and will arrive by 6 PM.,Logistic
I dled 3d its very imp,ham
"I prefer my free days... Tues, wed, fri oso can... ÌÏ ask those workin lor...",ham
&lt;#&gt;  great loxahatchee xmas tree burning update: you can totally see stars here,ham
Do you work all this week ?,ham
"alright, I'll make sure the car is back tonight",ham
I went to project centre,ham
"Coffee cake, i guess...",ham
O we cant see if we can join denis and mina? Or does denis want alone time,ham
Track your shipment here: [tracking_link].,Logistic
says the  &lt;#&gt;  year old with a man and money. I'm down to my last  &lt;#&gt; . Still waiting for that check.,ham
\CAN I PLEASE COME UP NOW IMIN TOWN.DONTMATTER IF URGOIN OUTL8R,ham
Me too! Have a lovely night xxx,ham
For taking part in our mobile survey yesterday! You can now have 500 texts 2 use however you wish. 2 get txts just send TXT to 80160 T&C www.txt43.com 1.50p,spam
Don no da:)whats you plan?,ham
Track your shipment here: [tracking_link].,Logistic
ÌÏ go home liao? Ask dad to pick me up at 6...,ham
Ok k..sry i knw 2 siva..tats y i askd..,ham
My stomach has been thru so much trauma I swear I just can't eat. I better lose weight.,ham
Are you planning to come chennai?,ham
I called and said all to him:)then he have to choose this future.,ham
"New Theory: Argument wins d SITUATION, but loses the PERSON. So dont argue with ur friends just.. . . . kick them &amp; say, I'm always correct.!",ham
"Your account password has been reset. If not you, contact support.",Fraud
Sent me ur email id soon,ham
I just made some payments so dont have that much. Sorry. Would you want it fedex or the other way.,ham
"Oops - am at my mum's in somerset... Bit far! Back tomo, see you soon x",ham
Congratulations ur awarded 500 of CD vouchers or 125gift guaranteed & Free entry 2 100 wkly draw txt MUSIC to 87066 TnCs www.Ldew.com1win150ppmx3age16,spam
Have you heard about that job? I'm going to that wildlife talk again tonight if u want2come. Its that2worzels and a wizzle or whatever it is?! ,ham
Just re read it and I have no shame but tell me how he takes it and if he runs I will blame u 4 ever!! Not really 4 ever just a long time ,ham
I'm coming home 4 dinner.,ham
"Multiply the numbers independently and count decimal points then, for the division, push the decimal places like i showed you.",ham
Pick you up bout 7.30ish? What time are  and that going?,ham
Fine if thatåÕs the way u feel. ThatåÕs the way its gota b,ham
Your order #8705 has been dispatched.,Logistic
"What part of \don't initiate\"" don't you understand""",ham
Track your shipment here: [tracking_link].,Logistic
Is avatar supposed to have subtoitles,ham
Its a part of checking IQ,ham
Well thats nice. Too bad i cant eat it,ham
Unusual activity detected in your account. Verify immediately.,Fraud
You won't believe it but it's true. It's Incredible Txts! Reply G now to learn truly amazing things that will blow your mind. From O2FWD only 18p/txt,spam
One of best dialogue in cute reltnship..!! \Wen i Die,ham
Tmr then Ì_ brin lar... Aiya later i come n c lar... Mayb Ì_ neva set properly Ì_ got da help sheet wif Ì_...,ham
FREE for 1st week! No1 Nokia tone 4 ur mobile every week just txt NOKIA to 8077 Get txting and tell ur mates. www.getzed.co.uk POBox 36504 W45WQ 16+ norm150p/tone,spam
Ya that one is slow as poo,ham
R u here yet? I'm wearing blue shirt n black pants.,ham
Am also doing in cbe only. But have to pay.,ham
Back 2 work 2morro half term over! Can U C me 2nite 4 some sexy passion B4 I have 2 go back? Chat NOW 09099726481 Luv DENA Calls å£1/minMobsmoreLKPOBOX177HP51FL,spam
Haha okay... Today weekend leh... ,ham
Enter OTP 667393 to proceed with your transaction.,OTP
Sad story of a Man - Last week was my b'day. My Wife did'nt wish me. My Parents forgot n so did my Kids . I went to work. Even my Colleagues did not wish.,ham
"Me also da, i feel yesterday night  wait til 2day night dear.",ham
"Ah, well that confuses things, doesnt it? I thought was friends with now. Maybe i did the wrong thing but i already sort of invited -tho he may not come cos of money.",ham
Fine am simply sitting.,ham
Your package is out for delivery and will arrive by 6 PM.,Logistic
Dear :-/ why you mood off. I cant drive so i brother to drive,ham
Hi. Customer Loyalty Offer:The NEW Nokia6650 Mobile from ONLY å£10 at TXTAUCTION! Txt word: START to No: 81151 & get yours Now! 4T&Ctxt TC 150p/MTmsg,spam
You are being ripped off! Get your mobile content from www.clubmoby.com call 08717509990 poly/true/Pix/Ringtones/Games six downloads for only 3,spam
I can make lasagna for you... vodka...,ham
Great! I shoot big loads so get ready!,ham
Beauty sleep can help ur pimples too.,ham
Dhoni have luck to win some big title.so we will win:),ham
"44 7732584351, Do you want a New Nokia 3510i colour phone DeliveredTomorrow? With 300 free minutes to any mobile + 100 free texts + Free Camcorder reply or call 08000930705.",spam
"Sorry that took so long, omw now",ham
Thank you princess! You are so sexy...,ham
My slave! I want you to take 2 or 3 pictures of yourself today in bright light on your cell phone! Bright light!,ham
"Sir, I need AXIS BANK account no and bank address.",ham
"Superb Thought- \Be grateful that u dont have everything u want. That means u still have an opportunity to be happier tomorrow than u are today.\"":-)""",ham
Hope you are having a good week. Just checking in,ham
I will come with karnan car. Please wait till 6pm will directly goto doctor.,ham
And pls pls drink plenty plenty water,ham
"I'm not coming over, do whatever you want",ham
Your order #9543 has been dispatched.,Logistic
"Oh, my love, it's soooo good to hear from you. Omg I missed you so much today. I'm sorry your having problems with the provider but thank you for tming me",ham
Wat happened to the cruise thing,ham
Carlos says he'll be at mu in  &lt;#&gt;  minutes,ham
And how's your husband.,ham
"Thanks for your Ringtone Order, Reference T91. You will be charged GBP 4 per week. You can unsubscribe at anytime by calling customer services on 09057039994",spam
"Sorry man, my stash ran dry last night and I can't pick up more until sunday",ham
Long after I quit. I get on only like 5 minutes a day as it is.,ham
"Haha... Where got so fast lose weight, thk muz go 4 a month den got effect... Gee,later we go aust put bk e weight.",ham
"Just got some gas money, any chance you and the gang want to go on a grand nature adventure?",ham
Ryder unsold.now gibbs.,ham
"sure, but make sure he knows we ain't smokin yet",ham
Thanx a lot...,ham
Love it! Daddy will make you scream with pleasure! I am going to slap your ass with my dick!,ham
Yes I posted a couple of pics on fb. There's still snow outside too. I'm just waking up :),ham
Unusual activity detected in your account. Verify immediately.,Fraud
Ok then i come n pick u at engin?,ham
Thank You meet you monday,ham
Its on in engalnd! But telly has decided it won't let me watch it and mia and elliot were kissing! Damn it!,ham
Wa... U so efficient... Gee... Thanx...,ham
Bloomberg -Message center +447797706009 Why wait? Apply for your future http://careers. bloomberg.com,spam
"Congrats 2 mobile 3G Videophones R yours. call 09063458130 now! videochat wid ur mates, play java games, Dload polypH music, noline rentl. bx420. ip4. 5we. 150p",spam
URGENT! We are trying to contact you. Last weekends draw shows that you have won a å£900 prize GUARANTEED. Call 09061701939. Claim code S89. Valid 12hrs only,spam
Where are you lover ? I need you ...,ham
"Nothing, smsing u n xy lor. Sorry lor da guys neva c u in person but they sort of know u lor. So u wan 2 meet them xy ask me 2 bring u along 4 our next meeting.",ham
Aiyah e rain like quite big leh. If drizzling i can at least run home.,ham
"Free Msg: get Gnarls Barkleys \Crazy\"" ringtone TOTALLY FREE just reply GO to this message right now!""",spam
Then cant get da laptop? My matric card wif Ì_ lei... ,ham
Your OTP is 643574. Do not share it with anyone.,OTP
"Hey Boys. Want hot XXX pics sent direct 2 ur phone? Txt PORN to 69855, 24Hrs free and then just 50p per day. To stop text STOPBCM SF WC1N3XX",spam
You know what hook up means right?,ham
Enter OTP 767987 to proceed with your transaction.,OTP
Dorothy@kiefer.com (Bank of Granite issues Strong-Buy) EXPLOSIVE PICK FOR OUR MEMBERS *****UP OVER 300% *********** Nasdaq Symbol CDGT That is a $5.00 per..,spam
"Madam,regret disturbance.might receive a reference check from DLF Premarica.kindly be informed.Rgds,Rakhesh,Kerala.",ham
"I got like $ &lt;#&gt; , I can get some more later though. Get whatever you feel like",ham
Unusual activity detected in your account. Verify immediately.,Fraud
will you like to be spoiled? :),ham
"Romantic Paris. 2 nights, 2 flights from å£79 Book now 4 next year. Call 08704439680Ts&Cs apply.",spam
Go where n buy? Juz buy when we get there lar.,ham
"Good good, billy mates all gone. Just been jogging, again! Did enjoy concert?",ham
"I'll get there at 3, unless you guys want me to come some time sooner",ham
U reach orchard already? U wan 2 go buy tickets first?,ham
Boooo you always work. Just quit.,ham
"Sorry I missed you babe. I was up late and slept in. I hope you enjoy your driving lesson, boytoy. I miss you too ... *teasing kiss*",ham
This is a suspicious login attempt. Was this you?,Fraud
Had your mobile 10 mths? Update to latest Orange camera/video phones for FREE. Save å£s with Free texts/weekend calls. Text YES for a callback orno to opt out,spam
"Good evening Sir, Al Salam Wahleykkum.sharing a happy news.By the grace of God, i got an offer from Tayseer,TISSCO and i joined.Hope you are fine.Inshah Allah,meet you sometime.Rakhesh,visitor from India.",ham
He's just gonna worry for nothing. And he won't give you money its no use.,ham
Serious? What like proper tongued her,ham
Sry da..jst nw only i came to home..,ham
Hi Petey!noiåÕm ok just wanted 2 chat coz avent spoken 2 u 4 a long time-hope ur doin alrite.have good nit at js love ya am.x,ham
Track your shipment here: [tracking_link].,Logistic
\alright babe,ham
K da:)how many page you want?,ham
Does cinema plus drink appeal tomo? * Is a fr thriller by director i like on at mac at 8.30.,ham
Also maaaan are you missing out,ham
"Aight, let me know when you're gonna be around usf",ham
"FREE2DAY sexy St George's Day pic of Jordan!Txt PIC to 89080 dont miss out, then every wk a saucy celeb!4 more pics c PocketBabe.co.uk 0870241182716 å£3/wk",spam
Good morning pookie pie! Lol hope I didn't wake u up,ham
"By the way, 'rencontre' is to meet again. Mountains dont....",ham
That's y u haf 2 keep me busy...,ham
No problem. Talk to you later,ham
"Your account password has been reset. If not you, contact support.",Fraud
PRIVATE! Your 2003 Account Statement for 07808 XXXXXX shows 800 un-redeemed S. I. M. points. Call 08719899217 Identifier Code: 41685 Expires 07/11/04,spam
"Lol, oh you got a friend for the dog ?",ham
Your package is out for delivery and will arrive by 6 PM.,Logistic
"Pity, * was in mood for that. So...any other suggestions?",ham
Track your shipment here: [tracking_link].,Logistic
You have won a guaranteed å£200 award or even å£1000 cashto claim UR award call free on 08000407165 (18+) 2 stop getstop on 88222 PHP. RG21 4JX,spam
SplashMobile: Choose from 1000s of gr8 tones each wk! This is a subscrition service with weekly tones costing 300p. U have one credit - kick back and ENJOY,spam
8007 25p 4 Alfie Moon's Children in Need song on ur mob. Tell ur m8s. Txt TONE CHARITY to 8007 for nokias or POLY CHARITY for polys :zed 08701417012 profit 2 charity ,spam
Your OTP is 682711 and is valid for 10 minutes.,OTP
How do you plan to manage that,ham
Oh... Kay... On sat right?,ham
URGENT! We are trying to contact U. Todays draw shows that you have won a å£800 prize GUARANTEED. Call 09050001808 from land line. Claim M95. Valid12hrs only,spam
Moby Pub Quiz.Win a å£100 High Street prize if u know who the new Duchess of Cornwall will be? Txt her first name to 82277.unsub STOP å£1.50 008704050406 SP Arrow,spam
So what did the bank say about the money?,ham
Ok... C ya...,ham
Yup... Ok i go home look at the timings then i msg Ì_ again... Xuhui going to learn on 2nd may too but her lesson is at 8am,ham
"Maybe westshore or hyde park village, the place near my house?",ham
"Hey, I missed you tm of last night as my phone was on the charge ... *smiles* ... I am meeting a friend shortly",ham
Happy New year my dear brother. I really do miss you. Just got your number and decided to send you this text wishing you only happiness. Abiola,ham
I don't run away frm u... I walk slowly &amp; it kills me that u don't care enough to stop me...,ham
What happen dear. Why you silent. I am tensed,ham
Your OTP is 336588. Do not share it with anyone.,OTP
Your order #2952 has been dispatched.,Logistic
Enter OTP 436449 to proceed with your transaction.,OTP
"Latest Nokia Mobile or iPOD MP3 Player +å£400 proze GUARANTEED! Reply with: WIN to 83355 now! Norcorp Ltd.å£1,50/Mtmsgrcvd18+",spam
So u workin overtime nigpun?,ham
Please reserve ticket on saturday eve from chennai to thirunelvali and again from tirunelvali to chennai on sunday eve...i already see in net..no ticket available..i want to book ticket through tackle ..,ham
"Dont pack what you can buy at any store.like cereals. If you must pack food, pack gari or something 9ja that you will miss.",ham
Send me the new number,ham
Unusual activity detected in your account. Verify immediately.,Fraud
Nope watching tv at home... Not going out. V bored...,ham
How much she payed. Suganya.,ham
Your package is out for delivery and will arrive by 6 PM.,Logistic
Happy birthday to you....dear.with lots of love.rakhesh NRI,ham
"Once a fishrman woke early in d mrng. It was very dark. He waited a while &amp; found a sack ful of stones. He strtd throwin thm in2 d sea 2 pass time. Atlast he had jus 1stone, sun rose up &amp; he found out tht those r nt stones, those were diamonds. Moral:\Dont wake up early in d mrng'' GOOD night""",ham
Sorry i din lock my keypad.,ham
"I know dat feelin had it with Pete! Wuld get with em , nuther place nuther time mayb?",ham
I'm sorry. I've joined the league of people that dont keep in touch. You mean a great deal to me. You have been a friend at all times even at great personal cost. Do have a great week.|,ham
That's significant but dont worry.,ham
Wat u doing there?,ham
&lt;#&gt;  w jetton ave if you forgot,ham
"Bloody hell, cant believe you forgot my surname Mr . Ill give u a clue, its spanish and begins with m... ",ham
"Your account password has been reset. If not you, contact support.",Fraud
Those ducking chinchillas,ham
No just send to you. Bec you in temple na.,ham
Yes I know the cheesy songs from frosty the snowman :),ham
Guessin you ain't gonna be here before 9?,ham
\ER,ham
Great! So what attracts you to the brothas?,ham
You intrepid duo you! Have a great time and see you both soon. ,ham
Hi did u decide wot 2 get 4 his bday if not ill prob jus get him a voucher frm virgin or sumfing ,ham
Mum ask Ì_ to buy food home...,ham
"yeah, that's what I was thinking",ham
"I want to show you the world, princess :) how about europe?",ham
Now only i reached home. . . I am very tired now. . I will come tomorro,ham
This is a suspicious login attempt. Was this you?,Fraud
Your order #8931 has been dispatched.,Logistic
Have you got Xmas radio times. If not i will get it now,ham
"Fighting with the world is easy, u either win or lose bt fightng with some1 who is close to u is dificult if u lose - u lose if u win - u still lose.",ham
Your bill at 3 is å£33.65 so thats not bad!,ham
"You aren't coming home between class, right? I need to work out and shower!",ham
Jus finish watching tv... U?,ham
"I don't know, same thing that's wrong everyso often, he panicks starts goin on bout not bein good enough Û_",ham
Your OTP is 146828 and is valid for 10 minutes.,OTP
"If you don't, your prize will go to another customer. T&C at www.t-c.biz 18+ 150p/min Polo Ltd Suite 373 London W1J 6HL Please call back if busy",spam
alright. Thanks for the advice. Enjoy your night out. I'ma try to get some sleep...,ham
Just finished eating. Got u a plate. NOT leftovers this time.,ham
Or remind me in a few hrs.,ham
"Wait that's still not all that clear, were you not sure about me being sarcastic or that that's why x doesn't want to live with us",ham
But i juz remembered i gotta bathe my dog today..,ham
Are you going to write ccna exam this week??,ham
It's ok lar. U sleep early too... Nite...,ham
S but mostly not like that.,ham
Going thru a very different feeling.wavering decisions and coping up with the same is the same individual.time will heal everything i believe.,ham
URGENT! We are trying to contact U. Todays draw shows that you have won a å£800 prize GUARANTEED. Call 09050003091 from land line. Claim C52. Valid 12hrs only,spam
LMAO where's your fish memory when I need it?,ham
Yup next stop.,ham
"Hey...Great deal...Farm tour 9am to 5pm $95/pax, $50 deposit by 16 May",ham
Shall I bring us a bottle of wine to keep us amused? Only joking! IÛ÷ll bring one anyway,ham
FREE camera phones with linerental from 4.49/month with 750 cross ntwk mins. 1/2 price txt bundle deals also avble. Call 08001950382 or call2optout/J MF,spam
Loosu go to hospital. De dont let it careless.,ham
You also didnt get na hi hi hi hi hi,ham
Me i'm not workin. Once i get job...,ham
"Best msg: It's hard to be with a person, when u know that one more step foward will make u fall in love.. &amp; One step back can ruin ur friendship.. good night:-) ...",ham
"Oh right, ok. I'll make sure that i do loads of work during the day!  got a really nasty cough today and is dry n shot so that should really help it!",ham
"Sorry, I'll call later",ham
Unusual activity detected in your account. Verify immediately.,Fraud
Black shirt n blue jeans... I thk i c Ì_...,ham
"Sorry, got a late start, we're on the way",ham
Sorry da. I gone mad so many pending works what to do.,ham
"Actually fuck that, just do whatever, do find an excuse to be in tampa at some point before january though",ham
I wait 4 Ì_ inside da car park...,ham
Kallis wont bat in 2nd innings.,ham
And now electricity just went out fml.,ham
Track your shipment here: [tracking_link].,Logistic
Your OTP is 481497. Do not share it with anyone.,OTP
"Haha good to hear, I'm officially paid and on the market for an 8th",ham
This pen thing is beyond a joke. Wont a Biro do? Don't do a masters as can't do this ever again! ,ham
Is there a reason we've not spoken this year? Anyways have a great week and all the best in your exam,ham
Hey you still want to go for yogasana? Coz if we end at cine then can go bathe and hav the steam bath,ham
Send a logo 2 ur lover - 2 names joined by a heart. Txt LOVE NAME1 NAME2 MOBNO eg LOVE ADAM EVE 07123456789 to 87077 Yahoo! POBox36504W45WQ TxtNO 4 no ads 150p,spam
Hello! How's you and how did saturday go? I was just texting to see if you'd decided to do anything tomo. Not that i'm trying to invite myself or anything!,ham
thanks for the temales it was wonderful. Thank. Have a great week.,ham
This is a suspicious login attempt. Was this you?,Fraud
PRIVATE! Your 2003 Account Statement for 07808247860 shows 800 un-redeemed S. I. M. points. Call 08719899229 Identifier Code: 40411 Expires 06/11/04,spam
Shall i send that exe to your mail id.,ham
S:)8 min to go for lunch:),ham
Hey they r not watching movie tonight so i'll prob b home early...,ham
Good evening! this is roger. How are you?,ham
Track your shipment here: [tracking_link].,Logistic
Morning only i can ok.,ham
"I met you as a stranger and choose you as my friend. As long as the world stands, our friendship never ends. Lets be Friends forever!!! Gud nitz...",ham
Senthil group company Apnt 5pm.,ham
Thanks for your message. I really appreciate your sacrifice. I'm not sure of the process of direct pay but will find out on my way back from the test tomorrow. I'm in class now. Do have a wonderful day.,ham
"My life Means a lot to me, Not because I love my life, But because I love the people in my life, The world calls them friends, I call them my World:-).. Ge:-)..",ham
No da. I am happy that we sit together na,ham
I dont know exactly could you ask chechi.,ham
Change windows logoff sound..,ham
"Hi Jon, Pete here, Ive bin 2 Spain recently & hav sum dinero left, Bill said u or ur åÔrents mayb interested in it, I hav 12,000pes, so around å£48, tb, James.",ham
K..k..any special today?,ham
Free 1st week entry 2 TEXTPOD 4 a chance 2 win 40GB iPod or å£250 cash every wk. Txt POD to 84128 Ts&Cs www.textpod.net custcare 08712405020.,spam
"SPJanuary Male Sale! Hot Gay chat now cheaper, call 08709222922. National rate from 1.5p/min cheap to 7.8p/min peak! To stop texts call 08712460324 (10p/min)",spam
I'm at work. Please call,ham
:( but your not here....,ham
Dear are you angry i was busy dear,ham
U too...,ham
Your package is out for delivery and will arrive by 6 PM.,Logistic
"Dear Matthew please call 09063440451 from a landline, your complimentary 4*Lux Tenerife holiday or å£1000 CASH await collection. ppm150 SAE T&Cs Box334 SK38XH.",spam
"Huh... Hyde park not in mel ah, opps, got confused... Anyway, if tt's e best choice den we juz have to take it...",ham
"Yo, you at jp and hungry like a mofo?",ham
I think i've fixed it can you send a test message?,ham
Save money on wedding lingerie at www.bridal.petticoatdreams.co.uk Choose from a superb selection with national delivery. Brought to you by WeddingFriend,spam
Fine. Do you remember me.,ham
Hey no I ad a crap nite was borin without ya 2 boggy with me u boring biatch! Thanx but u wait til nxt time il ave ya ,ham
But i'll b going 2 sch on mon. My sis need 2 take smth.,ham
"Night has ended for another day, morning has come in a special way. May you smile like the sunny rays and leaves your worries at the blue blue bay.",ham
So its to be poking man everyday that they teach you in canada abi! How are you. Just saying hi.,ham
URGENT! We are trying to contact U Todays draw shows that you have won a å£800 prize GUARANTEED. Call 09050000460 from land line. Claim J89. po box245c2150pm,spam
"What are you doing in langport? Sorry, but I'll probably be in bed by 9pm. It sucks being ill at xmas! When do you and go2sri lanka? ",ham
"Doing nothing, then u not having dinner w us?",ham
Sun ah... Thk mayb can if dun have anythin on... Thk have to book e lesson... E pilates is at orchard mrt u noe hor...  ,ham
Nope thats fine. I might have a nap tho! ,ham
Will be out of class in a few hours. Sorry,ham
\Its Ur luck to Love someone. Its Ur fortune to Love the one who Loves U. But,ham
Yes. that will be fine. Love you. Be safe.,ham
We r outside already.,ham
Not yet chikku..wat abt u?,ham
MAKE SURE ALEX KNOWS HIS BIRTHDAY IS OVER IN FIFTEEN MINUTES AS FAR AS YOU'RE CONCERNED,ham
"Your account has been credited with 500 FREE Text Messages. To activate, just txt the word: CREDIT to No: 80488 T&Cs www.80488.biz",spam
Glad it went well :) come over at 11 then we'll have plenty of time before claire goes to work.,ham
"Orange brings you ringtones from all time Chart Heroes, with a free hit each week! Go to Ringtones & Pics on wap. To stop receiving these tips reply STOP.",spam
So now my dad is gonna call after he gets out of work and ask all these crazy questions.,ham
Ok set let u noe e details later...,ham
Baaaaabe! I misss youuuuu ! Where are you ? I have to go and teach my class at 5 ...,ham
Well there's not a lot of things happening in Lindsay on New years *sighs* Some bars in Ptbo and the blue heron has something going,ham
"'Wnevr i wana fal in luv vth my books, My bed fals in luv vth me..!'' . Yen madodu, nav pretsorginta, nammanna pretsovru important alwa....!!:) Gud eveB-).",ham
"Come to mu, we're sorting out our narcotics situation",ham
Guess which pub im in? Im as happy as a pig in clover or whatever the saying is! ,ham
Unusual activity detected in your account. Verify immediately.,Fraud
PRIVATE! Your 2003 Account Statement for 07815296484 shows 800 un-redeemed S.I.M. points. Call 08718738001 Identifier Code 41782 Expires 18/11/04 ,spam
Try neva mate!!,ham
"Sorry sir, i will call you tomorrow.  senthil.hsbc",ham
Oh k. . I will come tomorrow,ham
I am in office:)whats the matter..msg me now.i will call you at break:).,ham
Umma. Did she say anything,ham
important information 4 orange user 0789xxxxxxx. today is your lucky day!2find out why log onto http://www.urawinner.com THERE'S A FANTASTIC SURPRISE AWAITING YOU!,spam
Your package is out for delivery and will arrive by 6 PM.,Logistic
BABE !!! I miiiiiiissssssssss you ! I need you !!! I crave you !!! :-( ... Geeee ... I'm so sad without you babe ... I love you ...,ham
Anything lar then Ì_ not going home 4 dinner?,ham
Your OTP is 562088. Do not share it with anyone.,OTP
Hey I am really horny want to chat or see me naked text hot to 69698 text charged at 150pm to unsubscribe text stop 69698,spam
I though we shd go out n have some fun so bar in town or something ÛÒ sound ok?,ham
Full heat pa:-) i have applyed oil pa.,ham
Your dad is back in ph?,ham
Now am free call me pa.,ham
Mom wants to know where you at,ham
This is all just creepy and crazy to me.,ham
"Wen ur lovable bcums angry wid u, dnt take it seriously.. Coz being angry is d most childish n true way of showing deep affection, care n luv!.. kettoda manda... Have nice day da.",ham
Track your shipment here: [tracking_link].,Logistic
Joy's father is John. Then John is the NAME of Joy's father. Mandan,ham
I got it before the new year cos yetunde said she wanted to surprise you with it but when i didnt see money i returned it mid january before the  &lt;#&gt; day return period ended.,ham
"Please protect yourself from e-threats. SIB never asks for sensitive information like Passwords,ATM/SMS PIN thru email. Never share your password with anybody.",ham
Exactly. Anyways how far. Is jide her to study or just visiting,ham
How come u got nothing to do?,ham
The 2 oz guy is being kinda flaky but one friend is interested in picking up $ &lt;#&gt;  worth tonight if possible,ham
"Your account password has been reset. If not you, contact support.",Fraud
On ma way to school. Can you pls send me ashley's number,ham
Boltblue tones for 150p Reply POLY# or MONO# eg POLY3 1. Cha Cha Slide 2. Yeah 3. Slow Jamz 6. Toxic 8. Come With Me or STOP 4 more tones txt MORE,spam
I'd like to tell you my deepest darkest fantasies. Call me 09094646631 just 60p/min. To stop texts call 08712460324 (nat rate),spam
"Nah it's straight, if you can just bring bud or drinks or something that's actually a little more useful than straight cash",ham
No. It's not pride. I'm almost  &lt;#&gt;  years old and shouldn't be takin money from my kid. You're not supposed to have to deal with this stuff. This is grownup stuff--why i don't tell you.,ham
An excellent thought by a misundrstud frnd: I knw u hate me bt the day wen u'll knw the truth u'll hate urself:-( Gn:-),ham
it's really getting me down just hanging around.,ham
Where in abj are you serving. Are you staying with dad or alone.,ham
"If you can make it any time tonight or whenever you can it's cool, just text me whenever you're around",ham
What's nannys address?,ham
Did you show him and wot did he say or could u not c him 4 dust?,ham
"Your account password has been reset. If not you, contact support.",Fraud
Enter OTP 888932 to proceed with your transaction.,OTP
